64;175;231;166;land;false;plains;1
65;246;196;192;land;false;plains;1
66;246;250;126;land;false;hills;1
67;33;254;248;land;false;plains;1
68;105;253;184;land;false;plains;1
69;192;213;150;land;false;forest;1
70;242;251;222;land;false;plains;1
71;206;203;115;land;true;plains;1
72;205;200;124;land;false;forest;1
73;163;129;249;land;true;plains;1
74;148;202;234;land;false;plains;1
75;163;130;223;land;true;plains;1
76;194;205;245;land;true;plains;1
77;230;227;72;land;false;jungle;1
78;74;250;227;land;false;plains;1
79;251;249;21;land;false;plains;1
80;240;240;109;land;true;plains;1
81;180;233;252;land;false;mountain;1
82;230;197;124;land;false;plains;1
83;95;250;167;land;true;plains;1
84;240;123;185;land;true;plains;1
85;177;247;131;land;false;plains;1
86;223;128;241;land;false;jungle;1
87;162;166;238;land;false;plains;1
88;112;193;230;land;false;jungle;1
89;151;196;162;land;false;plains;1
90;238;128;197;land;false;desert;1
91;91;230;186;land;false;urban;1
92;239;169;217;land;false;plains;1
93;125;220;210;land;false;plains;1
94;186;227;109;land;true;forest;1
95;171;218;226;land;false;desert;1
96;112;225;195;land;false;plains;1
97;148;168;191;land;false;forest;1
98;214;175;209;land;true;plains;1
99;222;209;118;land;false;plains;1
100;159;243;147;land;false;hills;1
101;188;240;103;land;true;plains;1
102;219;134;151;land;true;urban;1
103;214;165;204;land;false;forest;1
104;247;161;254;land;true;marsh;1
105;219;238;233;land;false;plains;1
106;215;188;234;land;false;forest;1
107;227;173;243;land;true;forest;1
108;190;169;172;land;false;plains;1
109;252;47;254;land;false;plains;1
110;238;198;246;land;false;forest;1
111;120;251;189;land;false;plains;1
112;183;210;162;land;false;plains;1
113;150;193;180;land;false;plains;1
114;124;246;190;land;false;forest;1
115;204;156;223;land;false;plains;1
116;215;154;241;land;false;plains;1
117;167;226;249;land;true;urban;1
118;185;211;189;land;false;plains;1
119;177;182;195;land;false;urban;1
120;229;217;193;land;false;forest;1
121;205;208;218;land;false;plains;1
122;197;213;214;land;true;forest;1
123;210;252;134;land;true;marsh;1
124;223;195;193;land;true;plains;1
125;219;187;187;land;false;forest;1
126;182;243;182;land;false;plains;1
127;119;157;245;land;false;plains;1
128;44;248;228;land;false;plains;1
129;239;112;214;land;false;plains;1
130;204;130;244;land;false;plains;1
131;174;213;193;land;false;plains;1
132;252;129;208;land;false;plains;1
133;108;185;251;land;false;hills;1
134;126;158;244;land;false;plains;1
135;202;227;206;land;false;plains;1
136;248;200;53;land;false;marsh;1
137;208;189;104;land;false;plains;1
138;188;84;239;land;true;forest;1
139;223;63;254;land;true;forest;1
140;196;120;220;land;false;plains;1
141;239;252;242;land;false;forest;1
142;235;57;254;land;false;desert;1
143;130;218;196;land;false;forest;1
144;154;199;174;land;true;plains;1
145;245;87;176;land;true;forest;1
146;157;250;106;land;true;forest;1
147;191;136;209;land;true;forest;1
148;222;114;172;land;false;jungle;1
149;249;166;137;land;true;plains;1
150;130;249;139;land;false;plains;1
151;183;157;205;land;false;forest;1
152;237;131;248;land;false;forest;1
153;172;222;149;land;false;forest;1
154;221;136;202;land;false;hills;1
155;246;163;101;land;true;plains;1
156;134;247;175;land;false;plains;1
157;222;225;134;land;false;plains;1
158;222;57;247;land;false;plains;1
159;252;94;234;land;false;forest;1
160;216;144;186;land;false;plains;1
161;138;222;210;land;false;plains;1
162;98;243;205;land;false;plains;1
163;157;195;181;land;true;forest;1
164;238;195;133;land;false;plains;1
165;196;150;241;land;false;plains;1
166;157;244;228;land;true;plains;1
167;189;222;137;land;false;jungle;1
168;186;176;251;land;false;jungle;1
169;190;226;204;land;false;plains;1
170;240;146;254;land;false;marsh;1
171;147;241;191;land;false;plains;1
172;64;228;215;land;false;plains;1
173;231;78;196;land;false;plains;1
174;80;202;219;land;false;plains;1
175;225;178;99;land;false;plains;1
176;220;184;109;land;false;plains;1
177;252;217;166;land;false;forest;1
178;134;180;247;land;false;desert;1
179;240;108;230;land;false;plains;1
180;171;236;115;land;true;plains;1
181;195;252;241;land;false;plains;1
182;119;208;178;land;false;desert;1
183;112;249;146;land;true;plains;1
184;249;164;223;land;false;forest;1
185;127;186;239;land;false;plains;1
186;223;148;130;land;false;mountain;1
187;242;243;58;land;true;plains;1
188;86;208;244;land;false;forest;1
189;224;106;233;land;false;jungle;1
190;205;148;183;land;true;jungle;1
191;45;245;221;land;false;plains;1
192;73;245;188;land;false;plains;1
193;124;243;235;land;false;urban;1
194;130;240;185;land;false;forest;1
195;175;150;195;land;false;plains;1
196;158;165;220;land;false;forest;1
197;253;206;96;land;false;plains;1
198;246;176;112;land;true;plains;1
199;184;175;186;land;false;jungle;1
200;142;212;187;land;false;jungle;1
201;193;225;97;land;false;plains;1
202;189;197;177;land;false;plains;1
203;175;223;202;land;false;plains;1
204;236;139;170;land;true;plains;1
205;131;225;208;land;false;plains;1
206;227;202;199;land;false;hills;1
207;217;218;175;land;true;plains;1
208;91;192;227;land;true;forest;1
209;178;104;223;land;false;hills;1
210;195;232;187;land;false;plains;1
211;121;216;244;land;false;forest;1
212;249;89;203;land;false;plains;1
213;235;144;154;land;false;plains;1
214;236;168;182;land;false;jungle;1
215;233;246;196;land;false;plains;1
216;186;184;249;land;false;hills;1
217;218;119;202;land;true;plains;1
218;237;151;142;land;false;urban;1
219;195;208;121;land;false;desert;1
220;143;185;241;land;false;plains;1
221;247;61;196;land;false;plains;1
222;227;217;197;land;false;plains;1
223;140;167;232;land;true;forest;1
224;178;213;198;land;false;plains;1
225;52;213;249;land;false;plains;1
226;229;194;172;land;false;plains;1
227;119;167;221;land;false;plains;1
228;210;233;249;land;false;plains;1
229;246;205;167;land;false;plains;1
230;219;100;226;land;true;jungle;1
231;200;84;230;land;false;jungle;1
232;112;208;245;land;false;forest;1
233;238;226;53;land;false;plains;1
234;174;214;180;land;true;forest;1
235;220;240;115;land;false;desert;1
236;250;10;245;land;false;plains;1
237;176;203;232;land;false;plains;1
238;163;114;234;land;false;plains;1
239;246;200;94;land;false;plains;1
240;227;195;142;land;false;plains;1
241;249;187;127;land;false;forest;1
242;206;204;100;land;true;plains;1
243;189;189;196;land;false;plains;1
244;120;218;207;land;false;plains;1
245;220;115;248;land;true;forest;1
246;165;248;120;land;false;forest;1
247;224;251;186;land;true;plains;1
248;242;93;208;land;false;plains;1
249;141;237;214;land;false;plains;1
250;148;184;179;land;false;mountain;1
251;121;179;205;land;false;plains;1
252;130;213;199;land;true;plains;1
253;199;234;227;land;false;plains;1
254;251;174;153;land;false;plains;1
255;237;184;184;land;false;plains;1
256;169;239;101;land;true;urban;1
257;177;199;125;land;false;plains;1
258;240;140;128;land;false;urban;1
259;119;196;194;land;false;plains;1
260;210;173;225;land;false;plains;1
261;212;163;217;land;false;jungle;1
262;239;108;187;land;false;urban;1
263;201;207;135;land;false;plains;1
264;243;115;156;land;true;plains;1
265;181;139;212;land;true;forest;1
266;200;203;140;land;false;forest;1
267;95;248;197;land;false;forest;1
268;197;137;235;land;false;plains;1
269;147;253;215;land;false;mountain;1
270;110;191;209;land;false;plains;1
271;228;237;127;land;false;forest;1
272;215;138;199;land;true;plains;1
273;189;146;207;land;false;plains;1
274;216;121;205;land;false;forest;1
275;166;241;108;land;false;plains;1
276;210;205;172;land;true;plains;1
277;187;201;206;land;false;plains;1
278;211;213;148;land;false;mountain;1
279;192;144;221;land;false;plains;1
280;139;245;174;land;false;hills;1
281;173;154;254;land;false;plains;1
282;125;227;197;land;false;plains;1
283;159;241;245;land;false;plains;1
284;234;113;216;land;false;plains;1
285;240;219;54;land;false;plains;1
286;191;129;224;land;false;plains;1
287;211;245;137;land;false;plains;1
288;230;114;222;land;false;desert;1
289;115;143;253;land;false;plains;1
290;233;145;176;land;false;hills;1
291;156;188;230;land;false;plains;1
292;220;245;171;land;false;plains;1
293;252;201;134;land;false;forest;1
294;242;195;76;land;false;plains;1
295;220;163;228;land;false;desert;1
296;221;240;106;land;true;plains;1
297;189;185;197;land;false;forest;1
298;198;193;210;land;false;desert;1
299;206;228;83;land;false;marsh;1
300;139;252;250;land;false;plains;1
301;238;189;86;land;false;forest;1
302;221;254;100;land;false;plains;1
303;235;186;235;land;false;hills;1
304;231;76;251;land;false;plains;1
305;229;155;153;land;false;forest;1
306;90;240;185;land;false;plains;1
307;154;245;130;land;true;plains;1
308;187;217;242;land;false;plains;1
309;243;45;254;land;true;plains;1
310;241;240;207;land;false;plains;1
311;241;89;205;land;false;forest;1
312;192;183;235;land;false;plains;1
313;241;153;215;land;false;plains;1
314;155;226;241;land;false;plains;1
315;90;243;175;land;false;plains;1
316;121;211;172;land;true;jungle;1
317;245;62;203;land;false;forest;1
318;215;52;246;land;false;plains;1
319;214;121;186;land;false;plains;1
320;123;202;221;land;true;plains;1
321;129;246;159;land;false;forest;1
322;240;184;174;land;true;plains;1
323;189;253;107;land;true;plains;1
324;204;168;203;land;false;plains;1
325;130;192;202;land;false;jungle;1
326;188;140;253;land;true;urban;1
327;222;188;131;land;false;plains;1
328;201;250;210;land;true;plains;1
329;119;173;209;land;false;mountain;1
330;198;90;246;land;false;plains;1
331;248;161;131;land;true;plains;1
332;207;186;235;land;true;plains;1
333;166;217;188;land;true;plains;1
334;185;231;185;land;true;plains;1
335;156;183;217;land;false;plains;1
336;187;200;185;land;false;marsh;1
337;225;30;247;land;true;desert;1
338;235;119;162;land;true;plains;1
339;244;235;198;land;true;marsh;1
340;121;189;200;land;true;plains;1
341;152;194;238;land;false;forest;1
342;200;233;207;land;false;plains;1
343;209;123;224;land;false;plains;1
344;204;188;129;land;false;plains;1
345;192;203;134;land;false;mountain;1
346;173;217;195;land;false;forest;1
347;144;206;221;land;false;plains;1
348;127;210;245;land;true;plains;1
349;166;222;135;land;false;jungle;1
350;211;138;239;land;false;plains;1
351;232;103;180;land;false;plains;1
352;236;120;208;land;false;mountain;1
353;180;82;254;land;false;plains;1
354;228;239;45;land;false;urban;1
355;125;171;211;land;false;plains;1
356;232;188;113;land;false;plains;1
357;189;127;206;land;true;forest;1
358;209;233;78;land;false;plains;1
359;182;159;180;land;false;plains;1
360;235;66;214;land;false;plains;1
361;162;249;132;land;true;forest;1
362;180;169;252;land;false;forest;1
363;249;145;166;land;false;plains;1
364;119;213;223;land;true;plains;1
365;237;123;238;land;true;urban;1
366;134;241;243;land;false;plains;1
367;108;200;245;land;false;plains;1
368;244;58;252;land;false;plains;1
369;226;179;169;land;true;forest;1
370;217;191;217;land;false;hills;1
371;234;151;167;land;true;forest;1
372;211;234;165;land;true;forest;1
373;103;241;251;land;false;plains;1
374;232;151;228;land;true;plains;1
375;32;245;233;land;false;plains;1
376;232;190;84;land;false;forest;1
377;155;251;213;land;false;desert;1
378;35;228;250;land;false;mountain;1
379;227;73;211;land;false;plains;1
380;150;230;176;land;true;marsh;1
381;87;212;215;land;false;plains;1
382;248;132;250;land;true;marsh;1
383;131;182;196;land;false;hills;1
384;195;164;143;land;false;desert;1
385;203;88;247;land;false;forest;1
386;175;211;191;land;false;plains;1
387;226;248;41;land;false;plains;1
388;250;248;115;land;true;forest;1
389;191;191;124;land;true;plains;1
390;234;231;47;land;false;plains;1
391;242;221;183;land;true;jungle;1
392;221;174;220;land;false;plains;1
393;183;135;200;land;false;plains;1
394;72;198;233;land;false;marsh;1
395;242;164;239;land;false;marsh;1
396;226;235;133;land;false;plains;1
397;106;193;209;land;false;hills;1
398;242;195;186;land;false;plains;1
399;225;207;119;land;false;forest;1
400;211;254;102;land;true;plains;1
401;185;123;247;land;false;plains;1
402;253;229;158;land;false;mountain;1
403;162;233;155;land;false;plains;1
404;139;202;187;land;false;plains;1
405;231;208;150;land;false;plains;1
406;220;137;151;land;false;forest;1
407;254;231;198;land;true;plains;1
408;226;133;181;land;true;plains;1
409;247;165;231;land;false;plains;1
410;200;190;195;land;false;jungle;1
411;210;163;154;land;false;mountain;1
412;233;201;128;land;true;plains;1
413;191;229;251;land;false;plains;1
414;72;240;203;land;false;mountain;1
415;188;165;161;land;false;plains;1
416;247;53;236;land;false;forest;1
417;185;214;128;land;true;forest;1
418;246;146;148;land;false;plains;1
419;216;178;117;land;false;forest;1
420;235;125;205;land;false;hills;1
421;197;190;139;land;false;plains;1
422;244;125;172;land;false;desert;1
423;224;137;252;land;false;plains;1
424;167;155;220;land;false;forest;1
425;83;250;194;land;false;plains;1
426;245;226;37;land;false;plains;1
427;219;177;138;land;false;forest;1
428;162;125;251;land;false;plains;1
429;249;175;112;land;true;plains;1
430;158;215;248;land;true;plains;1
431;220;141;224;land;true;plains;1
432;218;143;230;land;false;plains;1
433;241;219;57;land;false;plains;1
434;111;248;192;land;false;plains;1
435;197;251;169;land;false;plains;1
436;114;254;140;land;false;plains;1
437;116;194;252;land;false;urban;1
438;101;215;243;land;false;forest;1
439;249;191;156;land;true;plains;1
440;243;91;182;land;false;plains;1
441;90;224;201;land;false;hills;1
442;243;223;146;land;false;desert;1
443;167;156;198;land;false;jungle;1
444;244;244;178;land;false;jungle;1
445;168;131;240;land;false;urban;1
446;250;234;99;land;false;plains;1
447;150;240;159;land;false;plains;1
448;110;227;237;land;false;plains;1
449;138;205;160;land;false;plains;1
450;151;138;241;land;false;forest;1
451;232;52;237;land;true;plains;1
452;155;250;183;land;false;plains;1
453;219;57;244;land;false;forest;1
454;251;251;222;land;false;forest;1
455;177;180;230;land;true;forest;1
456;248;170;122;land;false;plains;1
457;99;225;231;land;false;forest;1
458;212;182;137;land;false;plains;1
459;196;89;230;land;false;forest;1
460;200;163;149;land;false;plains;1
461;209;252;68;land;false;plains;1
462;222;249;151;land;true;plains;1
463;194;112;217;land;false;plains;1
464;236;125;154;land;false;forest;1
465;158;183;178;land;false;plains;1
466;159;253;191;land;false;forest;1
467;249;195;171;land;false;plains;1
468;203;185;199;land;false;plains;1
469;244;234;107;land;false;plains;1
470;118;182;232;land;false;desert;1
471;142;233;214;land;true;plains;1
472;242;101;169;land;true;forest;1
473;162;224;170;land;false;plains;1
474;237;226;172;land;false;plains;1
475;188;240;126;land;true;plains;1
476;221;72;237;land;false;forest;1
477;136;214;229;land;false;plains;1
478;231;188;161;land;true;plains;1
479;203;143;178;land;false;forest;1
480;237;144;241;land;false;plains;1
481;244;212;169;land;false;plains;1
482;135;212;233;land;false;hills;1
483;239;246;217;land;false;forest;1
484;146;185;181;land;true;plains;1
485;195;204;203;land;false;plains;1
486;68;241;197;land;true;plains;1
487;68;254;215;land;false;plains;1
488;193;164;225;land;false;plains;1
489;82;191;250;land;false;desert;1
490;206;218;96;land;true;plains;1
491;140;136;226;land;false;plains;1
492;111;247;244;land;false;desert;1
493;241;212;185;land;false;plains;1
494;34;235;234;land;false;plains;1
495;155;221;207;land;true;plains;1
496;134;208;224;land;false;forest;1
497;205;109;205;land;false;forest;1
498;186;162;236;land;false;hills;1
499;200;185;119;land;false;plains;1
500;200;250;169;land;true;plains;1
501;245;147;188;land;true;plains;1
502;215;212;147;land;false;plains;1
503;216;229;219;land;true;forest;1
504;250;215;63;land;false;plains;1
505;237;116;181;land;false;plains;1
506;167;223;138;land;true;forest;1
507;197;228;185;land;false;marsh;1
508;115;182;248;land;false;forest;1
509;114;242;151;land;true;plains;1
510;107;240;182;land;false;plains;1
511;200;218;225;land;false;plains;1
512;104;231;191;land;false;plains;1
513;174;182;252;land;false;plains;1
514;47;248;241;land;true;forest;1
515;226;168;200;land;true;forest;1
516;68;215;248;land;true;marsh;1
517;247;212;135;land;false;plains;1
518;249;101;151;land;true;plains;1
519;216;81;211;land;false;plains;1
520;85;237;214;land;true;forest;1
521;131;250;250;land;true;jungle;1
522;194;248;113;land;true;plains;1
523;164;223;165;land;false;plains;1
524;161;242;171;land;false;plains;1
525;168;200;146;land;false;forest;1
526;211;173;229;land;false;plains;1
527;71;208;241;land;true;plains;1
528;187;106;221;land;false;plains;1
529;194;128;214;land;false;plains;1
530;219;197;206;land;false;mountain;1
531;121;214;189;land;false;forest;1
532;118;204;243;land;false;plains;1
533;170;210;163;land;false;plains;1
534;243;136;145;land;false;plains;1
535;113;239;220;land;false;plains;1
536;177;125;250;land;false;hills;1
537;202;221;143;land;false;forest;1
538;164;179;211;land;false;plains;1
539;69;252;237;land;false;marsh;1
540;216;102;184;land;false;forest;1
541;175;233;195;land;true;plains;1
542;238;91;180;land;true;plains;1
543;230;228;155;land;false;jungle;1
544;242;226;119;land;true;plains;1
545;181;251;108;land;false;plains;1
546;204;223;251;land;true;marsh;1
547;245;142;116;land;true;urban;1
548;158;251;165;land;false;plains;1
549;152;188;254;land;false;forest;1
550;153;162;223;land;true;plains;1
551;235;81;207;land;false;desert;1
552;182;253;201;land;false;desert;1
553;219;226;228;land;false;forest;1
554;121;191;234;land;true;forest;1
555;186;149;244;land;true;marsh;1
556;207;178;235;land;false;forest;1
557;146;223;209;land;false;urban;1
558;233;226;211;land;false;plains;1
559;69;232;218;land;false;plains;1
560;133;204;197;land;false;hills;1
561;196;108;219;land;false;plains;1
562;242;106;246;land;false;forest;1
563;161;235;225;land;false;urban;1
564;233;114;215;land;false;forest;1
565;207;154;154;land;false;plains;1
566;238;88;177;land;true;forest;1
567;198;114;200;land;false;plains;1
568;169;196;229;land;false;forest;1
569;176;232;164;land;false;forest;1
570;219;181;250;land;false;hills;1
571;177;196;240;land;false;mountain;1
572;249;208;159;land;false;plains;1
573;223;192;154;land;false;hills;1
574;222;158;153;land;false;plains;1
575;254;153;170;land;false;plains;1
576;131;244;144;land;true;urban;1
577;235;176;149;land;false;plains;1
578;220;164;160;land;false;plains;1
579;202;225;192;land;false;plains;1
580;213;198;119;land;true;marsh;1
581;234;190;126;land;false;forest;1
582;194;209;186;land;false;plains;1
583;104;240;182;land;true;plains;1
584;242;197;174;land;false;plains;1
585;72;244;208;land;false;hills;1
586;240;193;132;land;false;plains;1
587;213;166;145;land;false;plains;1
588;251;244;118;land;false;plains;1
589;121;249;225;land;true;plains;1
590;191;182;188;land;true;urban;1
591;208;234;248;land;false;plains;1
592;241;121;218;land;true;plains;1
593;211;167;216;land;true;plains;1
594;196;220;210;land;false;plains;1
595;111;251;241;land;false;plains;1
596;165;246;185;land;false;desert;1
597;132;206;232;land;false;plains;1
598;186;248;136;land;false;forest;1
599;235;246;118;land;false;plains;1
600;136;245;144;land;false;plains;1
601;239;229;51;land;false;plains;1
602;245;175;176;land;false;jungle;1
603;231;184;163;land;false;plains;1
604;153;205;208;land;false;desert;1
605;191;172;153;land;false;plains;1
606;220;92;193;land;false;plains;1
607;230;152;249;land;false;plains;1
608;240;208;119;land;false;plains;1
609;226;250;54;land;false;urban;1
610;110;204;216;land;false;mountain;1
611;141;253;160;land;false;urban;1
612;178;236;180;land;false;plains;1
613;215;219;218;land;false;forest;1
614;148;222;232;land;false;plains;1
615;194;81;231;land;false;marsh;1
616;98;224;199;land;false;jungle;1
617;193;130;187;land;false;hills;1
618;246;176;216;land;false;forest;1
619;239;160;106;land;false;jungle;1
620;162;199;230;land;false;plains;1
621;134;242;212;land;true;plains;1
622;248;169;92;land;true;plains;1
623;61;236;204;land;true;plains;1
624;243;167;153;land;true;forest;1
625;206;207;144;land;false;forest;1
626;65;218;251;land;false;forest;1
627;212;224;245;land;false;plains;1
628;77;216;254;land;false;plains;1
629;184;224;149;land;false;plains;1
630;138;139;242;land;false;plains;1
631;244;60;228;land;false;plains;1
632;145;207;186;land;false;plains;1
633;235;249;242;land;false;forest;1
634;181;218;240;land;false;plains;1
635;196;240;244;land;false;plains;1
636;222;239;65;land;false;plains;1
637;85;209;214;land;true;plains;1
638;206;254;154;land;false;jungle;1
639;113;235;171;land;true;plains;1
640;245;243;54;land;false;forest;1
641;230;218;66;land;false;forest;1
642;210;221;107;land;true;plains;1
643;241;230;45;land;false;forest;1
644;249;230;86;land;true;plains;1
645;229;204;240;land;true;plains;1
646;168;242;114;land;false;forest;1
647;243;179;96;land;false;plains;1
648;167;239;241;land;false;forest;1
649;188;141;225;land;true;forest;1
650;134;241;129;land;true;plains;1
651;247;226;130;land;false;urban;1
652;254;240;51;land;false;forest;1
653;129;217;206;land;false;plains;1
654;211;162;174;land;false;plains;1
655;209;121;221;land;false;mountain;1
656;215;170;145;land;false;forest;1
657;243;150;246;land;true;urban;1
658;102;245;189;land;false;plains;1
659;74;248;253;land;false;forest;1
660;238;149;209;land;true;forest;1
661;202;216;105;land;true;plains;1
662;160;232;120;land;false;forest;1
663;254;119;150;land;false;hills;1
664;72;246;225;land;true;urban;1
665;139;213;223;land;true;plains;1
666;199;243;193;land;false;plains;1
667;241;146;230;land;false;plains;1
668;198;156;220;land;false;forest;1
669;186;213;103;land;true;plains;1
670;254;232;213;land;false;forest;1
671;211;246;203;land;true;plains;1
672;120;212;221;land;false;plains;1
673;97;245;239;land;false;plains;1
674;205;138;224;land;false;plains;1
675;125;187;214;land;false;plains;1
676;214;137;213;land;true;plains;1
677;183;243;225;land;false;plains;1
678;109;231;235;land;false;plains;1
679;246;235;172;land;false;forest;1
680;202;125;247;land;false;plains;1
681;190;243;189;land;false;desert;1
682;133;134;251;land;true;plains;1
683;231;232;81;land;true;plains;1
684;238;188;249;land;false;forest;1
685;205;95;221;land;true;plains;1
686;199;218;165;land;true;plains;1
687;173;245;240;land;false;plains;1
688;209;210;179;land;false;plains;1
689;145;166;252;land;false;forest;1
690;186;232;96;land;false;forest;1
691;150;110;245;land;false;plains;1
692;167;215;215;land;true;forest;1
693;118;243;249;land;false;plains;1
694;192;157;230;land;false;forest;1
695;238;221;65;land;false;plains;1
696;144;131;237;land;false;jungle;1
697;200;254;191;land;false;forest;1
698;176;138;238;land;true;forest;1
699;243;66;242;land;true;forest;1
700;235;23;253;land;false;plains;1
701;243;182;199;land;false;hills;1
702;232;253;64;land;false;plains;1
703;230;215;65;land;false;plains;1
704;226;226;192;land;false;plains;1
705;180;218;179;land;false;jungle;1
706;133;242;202;land;false;plains;1
707;203;122;192;land;false;plains;1
708;244;131;236;land;false;plains;1
709;221;88;242;land;true;plains;1
710;114;193;240;land;true;plains;1
711;95;190;227;land;false;forest;1
712;212;242;134;land;false;desert;1
713;211;108;185;land;true;plains;1
714;229;181;161;land;false;forest;1
715;183;224;253;land;false;plains;1
716;249;241;61;land;false;forest;1
717;182;222;164;land;false;forest;1
718;128;186;239;land;false;forest;1
719;198;185;167;land;true;forest;1
720;243;233;145;land;false;jungle;1
721;153;142;248;land;false;forest;1
722;91;181;234;land;false;mountain;1
723;230;253;197;land;false;plains;1
724;95;190;239;land;false;forest;1
725;178;245;234;land;false;jungle;1
726;233;222;171;land;false;forest;1
727;136;159;234;land;true;plains;1
728;54;212;237;land;false;plains;1
729;127;219;207;land;false;forest;1
730;234;243;114;land;true;jungle;1
731;111;254;234;land;false;plains;1
732;182;186;247;land;false;desert;1
733;78;249;231;land;false;forest;1
734;239;133;165;land;true;forest;1
735;232;125;246;land;true;plains;1
736;254;253;8;land;false;marsh;1
737;253;139;153;land;true;marsh;1
738;210;115;246;land;false;plains;1
739;192;169;174;land;false;plains;1
740;196;175;204;land;false;forest;1
741;233;142;223;land;false;plains;1
742;178;171;249;land;false;mountain;1
743;185;170;237;land;false;plains;1
744;223;225;111;land;false;plains;1
745;182;244;143;land;false;jungle;1
746;202;99;235;land;true;plains;1
747;233;144;233;land;true;plains;1
748;234;231;212;land;false;forest;1
749;134;224;238;land;false;jungle;1
750;210;96;253;land;false;plains;1
751;82;237;232;land;false;plains;1
752;240;128;229;land;false;forest;1
753;236;160;176;land;true;forest;1
754;177;217;179;land;false;plains;1
755;132;220;231;land;false;plains;1
756;253;101;171;land;false;forest;1
757;150;175;185;land;true;forest;1
758;213;150;237;land;false;jungle;1
759;211;106;253;land;false;forest;1
760;180;195;214;land;false;plains;1
761;205;145;156;land;false;plains;1
762;58;232;253;land;true;plains;1
763;229;136;211;land;false;plains;1
764;202;195;215;land;true;plains;1
765;188;225;174;land;false;plains;1
766;174;212;242;land;false;mountain;1
767;204;184;197;land;false;plains;1
768;59;220;252;land;true;forest;1
769;218;254;101;land;false;mountain;1
770;123;226;237;land;true;plains;1
771;244;203;191;land;false;forest;1
772;196;232;213;land;true;plains;1
773;207;111;220;land;false;hills;1
774;234;223;60;land;true;plains;1
775;163;236;243;land;false;desert;1
776;253;160;146;land;false;forest;1
777;87;190;250;land;false;plains;1
778;244;124;210;land;false;plains;1
779;217;64;245;land;false;plains;1
780;37;228;244;land;true;urban;1
781;234;214;68;land;false;plains;1
782;148;215;223;land;true;plains;1
783;244;93;220;land;false;desert;1
784;158;230;241;land;true;plains;1
785;131;219;253;land;true;plains;1
786;220;73;215;land;false;plains;1
787;74;221;248;land;false;urban;1
788;251;208;242;land;false;plains;1
789;230;70;249;land;false;plains;1
790;235;108;210;land;false;desert;1
791;215;254;79;land;false;forest;1
792;207;247;114;land;false;plains;1
793;222;55;229;land;false;plains;1
794;230;246;147;land;false;plains;1
795;221;249;217;land;false;plains;1
796;253;250;204;land;false;hills;1
797;110;239;234;land;false;jungle;1
798;190;212;138;land;false;plains;1
799;214;169;210;land;false;plains;1
800;104;187;229;land;false;forest;1
801;188;175;239;land;true;plains;1
802;196;232;163;land;false;plains;1
803;170;117;225;land;false;plains;1
804;224;242;53;land;true;plains;1
805;240;145;161;land;false;plains;1
806;214;103;252;land;false;plains;1
807;244;232;156;land;false;urban;1
808;135;187;187;land;false;forest;1
809;207;156;240;land;false;plains;1
810;183;226;161;land;false;plains;1
811;253;128;236;land;false;mountain;1
812;201;249;182;land;true;forest;1
813;235;127;236;land;true;urban;1
814;121;203;180;land;false;plains;1
815;242;197;186;land;false;plains;1
816;186;159;213;land;false;plains;1
817;174;214;193;land;false;forest;1
