2;industrial_complex;798.00;10.00;1469.00;1.10;0
2;industrial_complex;825.00;10.10;1461.00;5.22;0
2;industrial_complex;792.00;10.03;1468.00;3.06;0
2;industrial_complex;797.00;10.00;1486.00;3.16;0
2;arms_factory;808.00;10.13;1474.00;1.00;0
2;arms_factory;780.00;9.85;1486.00;3.67;0
2;arms_factory;829.00;10.15;1461.00;0.05;0
2;arms_factory;796.00;10.00;1468.00;1.61;0
2;arms_factory;812.00;9.90;1461.00;5.73;0
2;arms_factory;805.00;9.90;1479.00;0.65;0
2;air_base;794.00;10.10;1474.00;0.06;0
2;naval_base;794.00;9.90;1496.00;-3.86;10712
2;naval_base;780.00;9.57;1459.00;-0.42;15905
2;naval_base;803.00;9.80;1458.00;0.79;16209
2;naval_base;809.00;9.50;1459.00;0.07;16209
2;naval_base;814.00;9.50;1457.00;-0.79;16209
2;bunker;792.00;10.10;1485.00;5.29;0
2;bunker;806.00;9.90;1462.00;0.57;0
2;bunker;790.00;10.00;1469.00;3.23;0
2;bunker;786.00;10.00;1470.00;5.89;0
2;bunker;825.00;10.10;1464.00;3.73;0
2;bunker;830.00;10.10;1453.00;3.84;0
2;coastal_bunker;781.00;9.50;1475.00;-2.60;0
2;coastal_bunker;793.00;9.80;1455.00;0.79;0
2;coastal_bunker;811.00;9.50;1459.00;-0.79;0
2;coastal_bunker;784.00;9.90;1487.00;-2.09;0
2;coastal_bunker;807.00;9.57;1459.00;0.07;0
2;dockyard;801.00;9.90;1484.00;-2.82;0
2;anti_air_building;783.00;10.00;1485.00;4.35;0
2;anti_air_building;797.00;10.00;1473.00;2.19;0
2;anti_air_building;797.00;9.90;1461.00;4.85;0
2;synthetic_refinery;823.00;10.03;1459.00;1.23;0
2;fuel_silo;800.00;9.88;1460.00;2.79;0
2;radar_station;807.00;10.18;1472.00;0.57;0
2;rocket_site;802.00;10.05;1473.00;3.30;0
2;nuclear_reactor;790.00;10.07;1484.00;5.96;0
3;industrial_complex;850.00;10.43;1504.00;5.22;0
3;industrial_complex;840.00;10.48;1478.00;3.06;0
3;industrial_complex;832.00;10.30;1482.00;3.16;0
3;industrial_complex;845.00;10.20;1512.00;1.00;0
3;industrial_complex;841.00;10.43;1489.00;3.67;0
3;industrial_complex;840.00;10.65;1462.00;0.05;0
3;arms_factory;844.00;10.30;1508.00;1.61;0
3;arms_factory;846.00;10.50;1498.00;5.73;0
3;arms_factory;839.00;10.57;1456.00;0.65;0
3;arms_factory;846.00;10.20;1515.00;4.78;0
3;arms_factory;832.00;10.25;1486.00;0.06;0
3;arms_factory;827.00;10.40;1481.00;4.18;0
3;air_base;838.00;10.40;1502.00;2.12;0
3;naval_base;807.00;9.90;1488.00;-2.36;12073
3;naval_base;830.00;9.88;1516.00;-2.68;16661
3;naval_base;823.00;9.88;1494.00;-2.36;12073
3;naval_base;838.00;9.90;1517.00;-2.08;16661
3;bunker;818.00;9.95;1489.00;3.23;0
3;bunker;846.00;10.50;1459.00;5.89;0
3;bunker;831.00;10.30;1479.00;3.73;0
3;bunker;826.00;10.03;1490.00;3.84;0
3;bunker;833.00;10.10;1511.00;1.68;0
3;bunker;845.00;10.48;1482.00;5.80;0
3;bunker;850.00;10.50;1500.00;0.72;0
3;bunker;843.00;10.13;1519.00;3.74;0
3;coastal_bunker;809.00;9.90;1487.00;-2.36;0
3;coastal_bunker;823.00;9.50;1503.00;-2.36;0
3;coastal_bunker;830.00;9.60;1517.00;-2.68;0
3;coastal_bunker;835.00;9.90;1517.00;-2.08;0
3;dockyard;824.00;9.88;1499.00;-2.36;0
3;anti_air_building;846.00;10.20;1515.00;1.23;0
3;anti_air_building;832.00;10.25;1486.00;2.79;0
3;anti_air_building;844.00;10.70;1467.00;0.63;0
3;synthetic_refinery;820.00;10.18;1484.00;3.30;0
3;fuel_silo;838.00;10.40;1502.00;5.96;0
3;radar_station;830.00;10.10;1489.00;2.74;0
3;rocket_site;836.00;10.45;1470.00;3.90;0
3;nuclear_reactor;825.00;10.00;1491.00;1.74;0
4;industrial_complex;841.00;10.35;1447.00;3.16;0
4;industrial_complex;864.00;11.65;1427.00;1.00;0
4;industrial_complex;855.00;10.60;1439.00;3.67;0
4;industrial_complex;867.00;11.60;1434.00;0.05;0
4;industrial_complex;857.00;10.75;1443.00;1.61;0
4;industrial_complex;853.00;10.70;1452.00;5.73;0
4;arms_factory;843.00;10.40;1444.00;0.65;0
4;arms_factory;849.00;10.53;1456.00;4.78;0
4;arms_factory;859.00;11.30;1430.00;0.06;0
4;arms_factory;845.00;10.50;1447.00;4.18;0
4;arms_factory;856.00;10.70;1436.00;0.56;0
4;arms_factory;852.00;10.63;1449.00;2.12;0
4;air_base;844.00;10.40;1445.00;1.17;0
4;bunker;860.00;11.48;1426.00;5.29;0
4;bunker;853.00;10.53;1445.00;0.57;0
4;bunker;864.00;11.65;1427.00;3.23;0
4;bunker;847.00;10.57;1452.00;5.89;0
4;bunker;850.00;10.55;1437.00;3.73;0
4;bunker;837.00;10.23;1446.00;3.84;0
4;anti_air_building;851.00;10.68;1454.00;1.68;0
4;anti_air_building;851.00;10.60;1437.00;5.80;0
4;anti_air_building;849.00;10.50;1458.00;0.72;0
4;synthetic_refinery;860.00;11.32;1432.00;3.74;0
4;fuel_silo;845.00;10.50;1450.00;0.12;0
4;radar_station;858.00;10.82;1443.00;3.96;0
4;rocket_site;852.00;10.70;1451.00;4.35;0
4;nuclear_reactor;862.00;11.00;1438.00;2.19;0
5;industrial_complex;812.00;10.15;1387.00;3.67;0
5;industrial_complex;808.00;10.20;1383.00;0.05;0
5;industrial_complex;807.00;9.93;1394.00;1.61;0
5;industrial_complex;832.00;10.78;1400.00;5.73;0
5;industrial_complex;828.00;10.53;1384.00;0.65;0
5;industrial_complex;832.00;10.30;1374.00;4.78;0
5;arms_factory;835.00;10.50;1366.00;0.06;0
5;arms_factory;803.00;10.60;1377.00;4.18;0
5;arms_factory;802.00;10.60;1374.00;0.56;0
5;arms_factory;813.00;10.25;1385.00;2.12;0
5;arms_factory;808.00;10.00;1406.00;6.24;0
5;arms_factory;817.00;10.35;1401.00;1.17;0
5;air_base;827.00;10.63;1386.00;0.57;0
5;naval_base;799.00;9.90;1390.00;-1.92;16757
5;naval_base;807.00;9.65;1396.00;-1.29;16757
5;naval_base;796.00;9.90;1392.00;-2.82;16757
5;bunker;800.00;10.55;1372.00;3.84;0
5;bunker;814.00;10.32;1377.00;1.68;0
5;bunker;825.00;10.43;1373.00;5.80;0
5;bunker;832.00;10.68;1408.00;0.72;0
5;bunker;810.00;10.07;1401.00;3.74;0
5;bunker;829.00;10.70;1393.00;0.12;0
5;coastal_bunker;804.00;9.50;1397.00;-1.29;0
5;coastal_bunker;803.00;9.50;1393.00;-1.92;0
5;coastal_bunker;797.00;9.90;1392.00;-2.82;0
5;dockyard;803.00;9.60;1401.00;-1.29;0
5;anti_air_building;811.00;10.10;1388.00;1.23;0
5;anti_air_building;814.00;10.30;1378.00;2.79;0
5;anti_air_building;815.00;10.20;1397.00;0.63;0
5;synthetic_refinery;827.00;10.70;1402.00;3.30;0
5;fuel_silo;827.00;10.50;1379.00;5.96;0
5;radar_station;816.00;10.40;1386.00;2.74;0
5;rocket_site;825.00;10.45;1368.00;3.90;0
5;nuclear_reactor;800.00;10.53;1378.00;1.74;0
6;industrial_complex;779.00;10.30;1360.00;1.61;0
6;industrial_complex;785.00;10.00;1381.00;5.73;0
6;industrial_complex;785.00;10.05;1380.00;0.65;0
6;industrial_complex;777.00;10.25;1356.00;4.78;0
6;industrial_complex;782.00;9.93;1337.00;0.06;0
6;industrial_complex;785.00;10.28;1348.00;4.18;0
6;arms_factory;785.00;10.50;1355.00;0.56;0
6;arms_factory;795.00;10.50;1364.00;2.12;0
6;arms_factory;776.00;10.03;1366.00;6.24;0
6;arms_factory;773.00;9.98;1351.00;1.17;0
6;arms_factory;791.00;10.10;1338.00;5.29;0
6;arms_factory;785.00;10.18;1344.00;0.57;0
6;air_base;786.00;10.53;1361.00;5.89;0
6;naval_base;780.00;9.90;1384.00;-3.14;16768
6;naval_base;798.00;9.60;1332.00;1.05;15656
6;naval_base;769.00;9.50;1344.00;-1.45;12769
6;naval_base;770.00;9.50;1362.00;-1.82;14514
6;bunker;773.00;9.90;1339.00;0.72;0
6;bunker;787.00;10.53;1362.00;3.74;0
6;bunker;777.00;9.90;1378.00;0.12;0
6;bunker;797.00;10.10;1338.00;4.25;0
6;bunker;778.00;10.13;1365.00;4.35;0
6;coastal_bunker;778.00;9.90;1386.00;-3.14;0
6;coastal_bunker;777.00;9.50;1334.00;0.24;0
6;coastal_bunker;769.00;9.50;1359.00;-1.82;0
6;coastal_bunker;793.00;9.50;1330.00;-0.59;0
6;dockyard;792.00;9.50;1330.00;-0.59;0
6;anti_air_building;789.00;9.90;1389.00;3.30;0
6;anti_air_building;788.00;10.60;1355.00;5.96;0
6;anti_air_building;796.00;10.00;1334.00;2.70;0
6;synthetic_refinery;775.00;9.95;1341.00;3.90;0
6;fuel_silo;776.00;10.15;1351.00;1.74;0
6;radar_station;786.00;10.50;1362.00;4.91;0
6;rocket_site;788.00;10.30;1367.00;5.97;0
6;nuclear_reactor;774.00;9.95;1370.00;2.35;0
7;industrial_complex;840.00;11.10;1402.00;0.65;0
7;industrial_complex;845.00;10.90;1427.00;4.78;0
7;industrial_complex;841.00;10.82;1419.00;0.06;0
7;industrial_complex;848.00;10.85;1390.00;4.18;0
7;industrial_complex;845.00;11.32;1407.00;0.56;0
7;industrial_complex;850.00;11.23;1396.00;2.12;0
7;arms_factory;844.00;11.25;1399.00;6.24;0
7;arms_factory;856.00;11.63;1403.00;1.17;0
7;arms_factory;850.00;11.30;1421.00;5.29;0
7;arms_factory;840.00;10.90;1412.00;0.57;0
7;arms_factory;847.00;11.00;1427.00;3.23;0
7;arms_factory;843.00;11.00;1419.00;5.89;0
7;air_base;846.00;11.32;1407.00;3.84;0
7;bunker;851.00;11.50;1415.00;1.68;0
7;bunker;853.00;11.30;1396.00;5.80;0
7;bunker;835.00;10.70;1398.00;0.72;0
7;bunker;840.00;10.75;1422.00;3.74;0
7;bunker;841.00;10.78;1425.00;0.12;0
7;bunker;851.00;11.05;1388.00;4.25;0
7;bunker;861.00;11.70;1407.00;4.35;0
7;anti_air_building;844.00;11.25;1410.00;2.19;0
7;anti_air_building;843.00;10.80;1394.00;4.85;0
7;anti_air_building;852.00;11.50;1415.00;1.23;0
7;synthetic_refinery;853.00;11.60;1406.00;2.79;0
7;fuel_silo;859.00;11.70;1403.00;0.63;0
7;radar_station;852.00;11.60;1406.00;3.51;0
7;rocket_site;843.00;11.18;1412.00;5.96;0
7;nuclear_reactor;854.00;11.38;1397.00;2.70;0
8;industrial_complex;892.00;11.90;1425.00;0.06;0
8;industrial_complex;873.00;11.98;1439.00;4.18;0
8;industrial_complex;855.00;11.40;1420.00;0.56;0
8;industrial_complex;891.00;12.10;1412.00;2.12;0
8;industrial_complex;894.00;11.88;1425.00;6.24;0
8;industrial_complex;891.00;12.07;1432.00;1.17;0
8;arms_factory;857.00;11.53;1420.00;5.29;0
8;arms_factory;879.00;12.07;1427.00;0.57;0
8;arms_factory;888.00;12.07;1420.00;3.23;0
8;arms_factory;893.00;11.95;1432.00;5.89;0
8;arms_factory;867.00;11.80;1416.00;3.73;0
8;arms_factory;877.00;11.88;1416.00;3.84;0
8;air_base;895.00;11.90;1432.00;5.80;0
8;bunker;890.00;12.18;1436.00;0.72;0
8;bunker;879.00;12.03;1426.00;3.74;0
8;bunker;885.00;12.03;1414.00;0.12;0
8;bunker;893.00;11.95;1430.00;4.25;0
8;bunker;862.00;11.70;1413.00;4.35;0
8;bunker;874.00;11.70;1411.00;2.19;0
8;anti_air_building;875.00;11.90;1424.00;4.85;0
8;anti_air_building;885.00;12.10;1426.00;1.23;0
8;anti_air_building;886.00;12.20;1434.00;2.79;0
8;synthetic_refinery;861.00;11.60;1417.00;0.63;0
8;fuel_silo;877.00;11.93;1424.00;3.30;0
8;radar_station;881.00;12.07;1425.00;4.98;0
8;rocket_site;894.00;11.90;1430.00;2.70;0
8;nuclear_reactor;862.00;11.70;1413.00;3.90;0
9;industrial_complex;816.00;10.65;1366.00;0.56;0
9;industrial_complex;825.00;10.15;1349.00;2.12;0
9;industrial_complex;831.00;10.28;1341.00;6.24;0
9;industrial_complex;821.00;10.55;1358.00;1.17;0
9;industrial_complex;836.00;10.13;1338.00;5.29;0
9;industrial_complex;811.00;10.10;1346.00;0.57;0
9;arms_factory;825.00;9.95;1336.00;3.23;0
9;arms_factory;820.00;9.93;1342.00;5.89;0
9;arms_factory;813.00;10.63;1359.00;3.73;0
9;arms_factory;814.00;9.93;1340.00;3.84;0
9;arms_factory;817.00;10.50;1356.00;1.68;0
9;arms_factory;805.00;10.70;1365.00;5.80;0
9;air_base;830.00;10.20;1348.00;3.74;0
9;naval_base;814.00;9.90;1339.00;0.00;15656
9;naval_base;827.00;9.65;1321.00;0.67;16808
9;naval_base;833.00;9.60;1330.00;0.12;16808
9;bunker;824.00;9.90;1322.00;2.19;0
9;bunker;801.00;10.38;1352.00;4.85;0
9;bunker;837.00;10.20;1341.00;1.23;0
9;bunker;812.00;10.65;1366.00;2.79;0
9;bunker;821.00;10.18;1349.00;0.63;0
9;bunker;813.00;10.20;1349.00;3.30;0
9;coastal_bunker;819.00;9.50;1339.00;0.00;0
9;coastal_bunker;836.00;9.50;1329.00;0.12;0
9;coastal_bunker;817.00;9.50;1328.00;-1.82;0
9;dockyard;817.00;9.50;1321.00;-1.82;0
9;anti_air_building;819.00;10.57;1359.00;4.41;0
9;anti_air_building;812.00;10.65;1368.00;5.97;0
9;anti_air_building;826.00;9.93;1333.00;2.35;0
9;synthetic_refinery;819.00;10.30;1351.00;0.19;0
9;fuel_silo;829.00;9.90;1328.00;1.39;0
9;radar_station;817.00;10.03;1344.00;5.22;0
9;rocket_site;830.00;10.25;1356.00;2.26;0
9;nuclear_reactor;818.00;9.85;1327.00;4.92;0
10;industrial_complex;857.00;11.28;1386.00;6.24;0
10;industrial_complex;858.00;11.15;1384.00;1.17;0
10;industrial_complex;846.00;10.25;1374.00;5.29;0
10;industrial_complex;841.00;10.30;1373.00;0.57;0
10;industrial_complex;859.00;10.25;1365.00;3.23;0
10;industrial_complex;864.00;10.23;1363.00;5.89;0
10;arms_factory;857.00;10.20;1362.00;3.73;0
10;arms_factory;848.00;10.10;1352.00;3.84;0
10;arms_factory;847.00;10.10;1351.00;1.68;0
10;arms_factory;837.00;10.55;1385.00;5.80;0
10;arms_factory;840.00;10.48;1383.00;0.72;0
10;arms_factory;842.00;10.45;1381.00;3.74;0
10;air_base;859.00;10.45;1371.00;4.25;0
10;naval_base;851.00;9.88;1336.00;0.24;11335
10;bunker;851.00;10.07;1358.00;2.19;0
10;bunker;865.00;10.55;1373.00;4.85;0
10;bunker;864.00;10.20;1362.00;1.23;0
10;bunker;851.00;9.95;1341.00;2.79;0
10;bunker;864.00;11.38;1385.00;0.63;0
10;bunker;842.00;10.50;1382.00;3.30;0
10;bunker;844.00;10.20;1349.00;5.96;0
10;coastal_bunker;845.00;9.50;1332.00;0.24;0
10;dockyard;855.00;9.50;1336.00;0.24;0
10;anti_air_building;847.00;10.30;1366.00;1.74;0
10;anti_air_building;843.00;10.30;1365.00;4.41;0
10;anti_air_building;862.00;10.07;1355.00;5.97;0
10;synthetic_refinery;859.00;10.10;1353.00;2.35;0
10;fuel_silo;839.00;10.40;1361.00;0.19;0
10;radar_station;853.00;10.25;1363.00;2.28;0
10;rocket_site;845.00;10.03;1342.00;4.42;0
10;nuclear_reactor;858.00;10.88;1382.00;2.26;0
11;industrial_complex;871.00;9.90;1343.00;5.29;0
11;industrial_complex;884.00;9.85;1339.00;0.57;0
11;industrial_complex;898.00;10.20;1338.00;3.23;0
11;industrial_complex;884.00;10.28;1357.00;5.89;0
11;industrial_complex;890.00;10.00;1342.00;3.73;0
11;industrial_complex;869.00;9.85;1342.00;3.84;0
11;arms_factory;886.00;9.88;1338.00;1.68;0
11;arms_factory;890.00;10.35;1352.00;5.80;0
11;arms_factory;874.00;10.25;1357.00;0.72;0
11;arms_factory;887.00;9.95;1341.00;3.74;0
11;arms_factory;881.00;10.23;1355.00;0.12;0
11;arms_factory;892.00;9.98;1336.00;4.25;0
11;air_base;891.00;9.90;1334.00;2.19;0
11;naval_base;882.00;9.57;1327.00;-1.11;16115
11;naval_base;857.00;9.63;1337.00;-0.46;11335
11;naval_base;877.00;9.50;1342.00;-0.11;16115
11;bunker;886.00;10.20;1350.00;0.63;0
11;bunker;897.00;10.20;1342.00;3.30;0
11;bunker;890.00;9.90;1333.00;5.96;0
11;bunker;870.00;9.98;1345.00;2.70;0
11;bunker;863.00;9.95;1343.00;3.90;0
11;coastal_bunker;884.00;9.50;1334.00;-1.11;0
11;coastal_bunker;864.00;9.60;1339.00;0.67;0
11;coastal_bunker;873.00;9.88;1344.00;-0.11;0
11;dockyard;881.00;9.60;1339.00;-1.11;0
11;anti_air_building;901.00;10.30;1340.00;0.19;0
11;anti_air_building;877.00;10.10;1352.00;1.39;0
11;anti_air_building;896.00;10.15;1339.00;4.42;0
11;synthetic_refinery;892.00;10.18;1346.00;2.26;0
11;fuel_silo;884.00;9.82;1328.00;4.92;0
11;radar_station;883.00;9.98;1343.00;1.11;0
11;rocket_site;884.00;10.20;1351.00;2.86;0
11;nuclear_reactor;903.00;10.30;1338.00;0.70;0
12;industrial_complex;903.00;10.18;1298.00;3.23;0
12;industrial_complex;883.00;9.90;1312.00;5.89;0
12;industrial_complex;901.00;10.23;1303.00;3.73;0
12;industrial_complex;891.00;10.07;1309.00;3.84;0
12;industrial_complex;913.00;10.32;1300.00;1.68;0
12;industrial_complex;903.00;10.28;1288.00;5.80;0
12;arms_factory;909.00;10.25;1297.00;0.72;0
12;arms_factory;898.00;10.25;1312.00;3.74;0
12;arms_factory;892.00;10.10;1296.00;0.12;0
12;arms_factory;899.00;10.30;1310.00;4.25;0
12;arms_factory;885.00;10.00;1295.00;4.35;0
12;arms_factory;879.00;9.85;1304.00;2.19;0
12;air_base;895.00;10.20;1303.00;1.23;0
12;naval_base;885.00;9.60;1322.00;-2.78;16115
12;bunker;883.00;9.90;1301.00;0.63;0
12;bunker;928.00;11.60;1325.00;3.30;0
12;bunker;892.00;9.95;1322.00;5.96;0
12;bunker;898.00;10.13;1324.00;2.70;0
12;bunker;919.00;10.43;1301.00;3.90;0
12;bunker;906.00;10.40;1306.00;1.74;0
12;coastal_bunker;880.00;9.50;1318.00;-2.78;0
12;dockyard;880.00;9.50;1316.00;-1.06;0
12;anti_air_building;894.00;10.18;1298.00;2.35;0
12;anti_air_building;902.00;10.30;1313.00;0.19;0
12;anti_air_building;883.00;9.98;1297.00;1.39;0
12;synthetic_refinery;882.00;9.85;1309.00;4.42;0
12;fuel_silo;911.00;10.20;1295.00;2.26;0
12;radar_station;909.00;10.60;1311.00;4.45;0
12;rocket_site;893.00;9.95;1324.00;0.19;0
12;nuclear_reactor;880.00;9.90;1302.00;2.86;0
13;industrial_complex;896.00;11.10;1368.00;3.73;0
13;industrial_complex;889.00;10.70;1369.00;3.84;0
13;industrial_complex;879.00;11.30;1385.00;1.68;0
13;industrial_complex;883.00;10.90;1377.00;5.80;0
13;industrial_complex;899.00;10.68;1355.00;0.72;0
13;industrial_complex;879.00;10.50;1366.00;3.74;0
13;arms_factory;888.00;10.50;1363.00;0.12;0
13;arms_factory;901.00;11.45;1372.00;4.25;0
13;arms_factory;874.00;10.82;1375.00;4.35;0
13;arms_factory;893.00;10.88;1367.00;2.19;0
13;arms_factory;901.00;11.85;1379.00;4.85;0
13;arms_factory;871.00;11.28;1384.00;1.23;0
13;air_base;897.00;10.55;1353.00;0.63;0
13;bunker;877.00;10.50;1364.00;3.30;0
13;bunker;902.00;11.40;1370.00;5.96;0
13;bunker;899.00;10.75;1357.00;2.70;0
13;bunker;888.00;10.50;1363.00;3.90;0
13;bunker;886.00;11.18;1378.00;1.74;0
13;bunker;894.00;11.48;1378.00;4.41;0
13;bunker;877.00;11.30;1385.00;5.97;0
13;anti_air_building;896.00;11.18;1370.00;2.35;0
13;anti_air_building;889.00;11.15;1376.00;0.19;0
13;anti_air_building;875.00;11.40;1388.00;1.39;0
13;synthetic_refinery;895.00;10.55;1357.00;4.42;0
13;fuel_silo;895.00;10.57;1358.00;2.26;0
13;radar_station;889.00;10.70;1369.00;4.45;0
13;rocket_site;903.00;11.60;1374.00;0.19;0
13;nuclear_reactor;904.00;11.63;1375.00;2.86;0
14;industrial_complex;876.00;11.93;1463.00;1.68;0
14;industrial_complex;868.00;11.70;1467.00;5.80;0
14;industrial_complex;877.00;12.35;1446.00;0.72;0
14;industrial_complex;870.00;11.75;1447.00;3.74;0
14;industrial_complex;882.00;12.23;1456.00;0.12;0
14;industrial_complex;854.00;10.80;1472.00;4.25;0
14;arms_factory;875.00;11.38;1481.00;4.35;0
14;arms_factory;869.00;11.57;1443.00;2.19;0
14;arms_factory;871.00;11.82;1463.00;4.85;0
14;arms_factory;859.00;11.10;1466.00;1.23;0
14;arms_factory;869.00;11.38;1477.00;2.79;0
14;arms_factory;870.00;11.75;1452.00;0.63;0
14;air_base;861.00;11.15;1461.00;5.96;0
14;bunker;885.00;12.50;1448.00;2.70;0
14;bunker;873.00;11.95;1469.00;3.90;0
14;bunker;871.00;11.85;1445.00;1.74;0
14;bunker;872.00;11.75;1457.00;4.41;0
14;bunker;859.00;11.00;1462.00;5.97;0
14;bunker;874.00;11.90;1463.00;2.35;0
14;anti_air_building;870.00;11.78;1466.00;0.19;0
14;anti_air_building;855.00;11.00;1469.00;1.39;0
14;anti_air_building;873.00;11.28;1482.00;4.42;0
14;synthetic_refinery;874.00;11.95;1454.00;2.26;0
14;fuel_silo;872.00;11.80;1461.00;4.92;0
14;radar_station;870.00;11.70;1462.00;1.11;0
14;rocket_site;885.00;12.40;1451.00;2.86;0
14;nuclear_reactor;863.00;11.20;1453.00;0.70;0
15;industrial_complex;840.00;10.00;1533.00;0.72;0
15;industrial_complex;864.00;10.30;1555.00;3.74;0
15;industrial_complex;864.00;9.95;1567.00;0.12;0
15;industrial_complex;855.00;10.05;1556.00;4.25;0
15;industrial_complex;846.00;9.90;1563.00;4.35;0
15;industrial_complex;863.00;10.00;1590.00;2.19;0
15;arms_factory;867.00;10.20;1562.00;4.85;0
15;arms_factory;882.00;10.10;1571.00;1.23;0
15;arms_factory;872.00;10.50;1545.00;2.79;0
15;arms_factory;851.00;10.00;1567.00;0.63;0
15;arms_factory;866.00;10.00;1596.00;3.30;0
15;arms_factory;875.00;10.88;1533.00;5.96;0
15;air_base;868.00;10.30;1550.00;3.90;0
15;naval_base;851.00;9.50;1583.00;-0.84;15255
15;naval_base;838.00;9.57;1556.00;-1.04;16646
15;naval_base;833.00;9.50;1533.00;-0.89;16661
15;bunker;854.00;10.03;1556.00;2.35;0
15;bunker;872.00;10.50;1545.00;0.19;0
15;bunker;837.00;9.88;1548.00;1.39;0
15;bunker;865.00;10.30;1559.00;4.42;0
15;bunker;861.00;9.95;1595.00;2.26;0
15;coastal_bunker;853.00;9.80;1591.00;-2.52;0
15;coastal_bunker;834.00;9.57;1547.00;-2.10;0
15;coastal_bunker;838.00;9.57;1552.00;-1.04;0
15;dockyard;839.00;9.50;1569.00;-2.84;0
15;anti_air_building;862.00;10.00;1576.00;1.91;0
15;anti_air_building;858.00;9.98;1563.00;4.93;0
15;anti_air_building;858.00;9.88;1591.00;1.31;0
15;synthetic_refinery;871.00;10.90;1527.00;3.97;0
15;fuel_silo;871.00;10.10;1572.00;0.35;0
15;radar_station;857.00;9.90;1565.00;3.23;0
15;rocket_site;844.00;10.13;1526.00;6.04;0
15;nuclear_reactor;864.00;10.00;1597.00;2.42;0
16;industrial_complex;962.00;10.35;1331.00;0.12;0
16;industrial_complex;972.00;10.15;1337.00;4.25;0
16;industrial_complex;955.00;11.30;1327.00;4.35;0
16;industrial_complex;957.00;10.98;1331.00;2.19;0
16;industrial_complex;968.00;10.25;1337.00;4.85;0
16;industrial_complex;951.00;11.73;1327.00;1.23;0
16;arms_factory;953.00;11.55;1331.00;2.79;0
16;arms_factory;942.00;11.73;1346.00;0.63;0
16;arms_factory;953.00;11.50;1326.00;3.30;0
16;arms_factory;939.00;11.60;1320.00;5.96;0
16;arms_factory;946.00;11.80;1345.00;2.70;0
16;arms_factory;941.00;12.18;1352.00;3.90;0
16;air_base;942.00;11.70;1345.00;4.41;0
16;bunker;967.00;10.20;1336.00;5.97;0
16;bunker;952.00;11.63;1327.00;2.35;0
16;bunker;946.00;11.10;1312.00;0.19;0
16;bunker;967.00;10.05;1320.00;1.39;0
16;bunker;971.00;9.90;1327.00;4.42;0
16;bunker;944.00;11.90;1326.00;2.26;0
16;bunker;942.00;11.95;1349.00;4.92;0
16;anti_air_building;939.00;11.43;1316.00;0.19;0
16;anti_air_building;970.00;9.90;1331.00;2.86;0
16;anti_air_building;966.00;10.18;1335.00;0.70;0
16;synthetic_refinery;943.00;11.95;1349.00;1.91;0
16;fuel_silo;966.00;9.93;1331.00;4.93;0
16;radar_station;958.00;10.93;1333.00;2.52;0
16;rocket_site;946.00;11.85;1348.00;3.97;0
16;nuclear_reactor;973.00;9.80;1330.00;0.35;0
17;industrial_complex;1017.00;11.35;1344.00;4.35;0
17;industrial_complex;1035.00;11.35;1356.00;2.19;0
17;industrial_complex;1021.00;11.13;1354.00;4.85;0
17;industrial_complex;1038.00;11.70;1340.00;1.23;0
17;industrial_complex;1013.00;10.78;1354.00;2.79;0
17;industrial_complex;1031.00;11.13;1359.00;0.63;0
17;arms_factory;1022.00;11.40;1331.00;3.30;0
17;arms_factory;1035.00;11.28;1358.00;5.96;0
